date,close,high,low,open,volume
2008-01-02T00:00:00.000Z,194.84,200.26,192.55,199.27,38542100
2008-01-03T00:00:00.000Z,194.93,197.39,192.69,195.41,30073800
2008-01-04T00:00:00.000Z,180.05,193.0,178.89,191.45,51994000
2008-01-07T00:00:00.000Z,177.64,183.6,170.23,181.25,74006900
2008-01-08T00:00:00.000Z,171.25,182.46,170.8,180.14,54422000
2008-01-09T00:00:00.000Z,179.4,179.5,168.3,171.3,64781500
2008-01-10T00:00:00.000Z,178.02,181.0,175.41,177.58,52963400
2008-01-11T00:00:00.000Z,172.69,177.85,170.0,176.0,44010200
2008-01-14T00:00:00.000Z,178.78,179.42,175.17,177.52,39301800
2008-01-15T00:00:00.000Z,169.04,179.22,164.66,177.72,83688500
2008-01-16T00:00:00.000Z,159.64,169.01,156.7,165.23,79065900
2008-01-17T00:00:00.000Z,160.89,165.36,158.42,161.51,62780700
2008-01-18T00:00:00.000Z,161.36,165.75,159.61,161.71,61583700
2008-01-22T00:00:00.000Z,155.64,159.98,146.0,148.06,86955500
2008-01-23T00:00:00.000Z,139.072,140.0,126.14,136.19,120463200
2008-01-24T00:00:00.000Z,135.6,140.7,132.01,139.99,71638100
2008-01-25T00:00:00.000Z,130.01,139.09,129.61,138.99,55526400
2008-01-28T00:00:00.000Z,130.01,133.2,126.45,128.16,52673000
2008-01-29T00:00:00.000Z,131.54,132.79,129.05,131.15,39285100
2008-01-30T00:00:00.000Z,132.18,135.45,130.0,131.37,44394700
2008-01-31T00:00:00.000Z,135.36,136.65,129.4,129.45,48059800
2008-02-01T00:00:00.000Z,133.75,136.59,132.18,136.24,36098000
2008-02-04T00:00:00.000Z,131.65,135.9,131.42,134.21,32115500
2008-02-05T00:00:00.000Z,129.36,134.0,128.9,130.43,40751500
2008-02-06T00:00:00.000Z,122.0,131.92,121.77,130.83,56188300
2008-02-07T00:00:00.000Z,121.24,124.78,117.27,119.97,74404700
2008-02-08T00:00:00.000Z,125.48,125.7,121.6,122.08,48427600
2008-02-11T00:00:00.000Z,129.45,129.98,127.2,128.01,42908300
2008-02-12T00:00:00.000Z,124.86,131.0,123.62,130.7,43785000
2008-02-13T00:00:00.000Z,129.4,129.78,125.63,126.68,34590500
2008-02-14T00:00:00.000Z,127.46,130.8,127.01,129.4,34074900
2008-02-15T00:00:00.000Z,124.63,127.08,124.06,126.27,32189300
2008-02-19T00:00:00.000Z,122.18,126.75,121.44,125.99,35894500
2008-02-20T00:00:00.000Z,123.82,124.6,121.68,122.2,34551400
2008-02-21T00:00:00.000Z,121.54,126.47,120.86,126.05,33504100
2008-02-22T00:00:00.000Z,119.46,122.51,115.87,122.48,54638500
2008-02-25T00:00:00.000Z,119.74,120.17,116.664,118.59,44884800
2008-02-26T00:00:00.000Z,119.15,121.09,115.44,117.64,53746000
2008-02-27T00:00:00.000Z,122.96,123.05,118.09,118.23,52683500
2008-02-28T00:00:00.000Z,129.91,132.2,125.77,127.2,57794800
2008-02-29T00:00:00.000Z,125.02,130.21,124.8,129.75,44838600
2008-03-03T00:00:00.000Z,121.73,125.98,118.0,124.44,56894400
